FECHA - HORA UTC,LATITUD (°),LONGITUD (°),PROF. (Km),MAGNITUD,TIPO MAGNITUD,FASES,RMS (Seg),GAP (°),ERROR LATITUD (Km),ERROR LONGITUD (Km),ERROR PROFUNDIDAD (Km),REGION,ESTADO
2021-09-11 19:28:57,"6,539","-73,522","111,38","1,4",MLr_vmm,12,"0,3",124,"1,768","1,768","3,1","El Carmen - Santander, Colombia",manual
2021-09-11 19:32:43,"6,707","-73,167","129,77","1,7",MLr_3,8,"0,7",138,"8,522","10,472","10,05","Villanueva - Santander, Colombia",manual
2021-09-11 21:34:32,"6,724","-73,163","132,11","2,1",MLr_3,14,"0,9",82,"5,346","4,824","7,38","Villanueva - Santander, Colombia",manual
2021-09-11 23:11:28,"6,796","-73,188","144,97","1,5",MLr_3,7,"0,1",176,"2,475","2,475","2,4","Los Santos - Santander, Colombia",manual
2021-09-11 23:44:13,"6,769","-73,194","135,98","2,8",MLr_3,36,"1,2",63,"3,715","3,98","6,01","Los Santos - Santander, Colombia",manual
2021-09-12 00:46:53,"7,389","-73,176","122,73","1,6",MLr_vmm,12,"0,6",105,"4,976","5,541","9,09","Rionegro - Santander, Colombia",manual
2021-09-12 01:49:17,"6,822","-73,128","143,94","1,7",MLr_3,10,"0,2",157,"1,697","1,697","1,7","Los Santos - Santander, Colombia",manual
2021-09-12 02:10:29,"6,809","-73,189","141,02",2,MLr_3,14,"0,9",63,"5,8","5,395","8,4","Zapatoca - Santander, Colombia",manual
2021-09-12 02:21:06,"6,754","-73,176","143,83",2,MLr_3,14,"1,1",64,"5,735","4,809","7,85","Los Santos - Santander, Colombia",manual
2021-09-12 02:36:50,"5,955","-73,779","112,54","2,7",MLr_3,39,"1,2",42,"2,499","3,275","5,99","Bolivar - Santander, Colombia",manual
2021-09-12 03:54:30,"6,609","-73,248","164,25","1,6",MLr_3,9,"0,8",100,"8,697","8,697","7,5","Cabrera - Santander, Colombia",manual
2021-09-12 03:58:56,"6,784","-73,164","139,73","2,4",MLr_3,30,1,65,"3,318","4,098","5,94","Los Santos - Santander, Colombia",manual
2021-09-12 04:15:47,"6,754","-73,124","136,33","1,9",MLr_3,10,"0,7",74,"6,478","5,274","8,22","Los Santos - Santander, Colombia",manual
2021-09-12 05:19:12,"6,026","-73,733","118,22","1,4",MLr_vmm,8,"0,8",121,"6,01","6,01","10,3","Bolivar - Santander, Colombia",manual
2021-09-12 05:21:25,"6,534","-73,544","105,84","1,5",MLr_vmm,16,"0,9",100,"3,536","3,536",7,"El Carmen - Santander, Colombia",manual
2021-09-12 05:50:57,"6,904","-73,244","126,84","1,5",MLr_vmm,9,"0,5",146,"3,394","3,394","3,3","Betulia - Santander, Colombia",manual
2021-09-12 06:04:04,"6,707","-73,176","138,2","1,8",MLr_3,8,"0,7",166,"8,158","6,585","10,79","Villanueva - Santander, Colombia",manual
2021-09-12 06:09:31,"6,784","-73,151","151,68","1,8",MLr_3,14,"0,4",137,"1,98","1,98",3,"Los Santos - Santander, Colombia",manual
2021-09-12 06:17:24,"6,745","-73,137","137,27","2,2",MLr_3,20,"1,3",69,"5,607","4,495","7,51","Los Santos - Santander, Colombia",manual
2021-09-12 07:28:32,"6,787","-73,167","139,61","2,3",MLr_3,20,"1,2",73,"5,168","4,781","7,72","Los Santos - Santander, Colombia",manual
2021-09-12 08:10:08,"6,779","-73,141","139,61","1,9",MLr_3,12,1,85,"7,491","5,52","8,4","Los Santos - Santander, Colombia",manual
2021-09-12 10:18:30,"6,692","-73,054",157,"1,8",MLr_3,10,"0,6",248,"5,657","5,657","5,4","Aratoca - Santander, Colombia",manual
2021-09-12 10:38:27,"7,232","-73,806","9,18","1,6",MLr_vmm,17,"0,5",158,"1,273","1,273",5,"Barrancabermeja - Santander, Colombia",manual
2021-09-12 11:16:30,"6,493","-73,574","104,43","1,5",MLr_vmm,14,"0,9",128,"4,172","4,172","7,2","Santa Helena del Opón - Santander, Colombia",manual
2021-09-12 12:14:30,"6,771","-73,129","130,23","1,6",MLr_3,6,"0,5",140,"8,89","7,734","12,33","Los Santos - Santander, Colombia",manual
2021-09-12 12:42:41,"6,761","-73,164","139,96","2,4",MLr_3,24,1,65,"3,96","4,129","6,58","Los Santos - Santander, Colombia",manual
2021-09-12 12:52:41,"6,779","-73,193","133,52","1,8",MLr_3,10,"0,5",142,"5,499","6,77","8,48","Los Santos - Santander, Colombia",manual
2021-09-12 14:10:33,"6,796","-73,274","126,95","1,5",MLr_vmm,9,"0,8",109,"5,814","6,922","10,63","Zapatoca - Santander, Colombia",manual
2021-09-12 14:59:17,"6,77","-73,192","141,31","1,7",MLr_3,8,"0,3",178,"2,546","2,546","3,5","Los Santos - Santander, Colombia",manual
2021-09-12 15:08:49,"6,724","-73,261","133,05","1,9",MLr_3,6,"0,9",113,"8,169","10,438","11,04","Zapatoca - Santander, Colombia",manual
2021-09-12 15:15:48,"6,72","-73,171","131,64","2,1",MLr_3,17,1,65,"6,028","5,479","7,81","Villanueva - Santander, Colombia",manual
2021-09-12 15:31:51,"6,744","-73,166","133,4","2,3",MLr_3,24,1,65,"4,373","4,063","6,47","Los Santos - Santander, Colombia",manual
2021-09-12 16:13:48,"6,729","-73,127","130,12","2,2",MLr_3,18,"0,9",68,"4,752","4,154","6,93","Los Santos - Santander, Colombia",manual
2021-09-12 16:38:52,"6,728","-73,197","130,23",2,MLr_3,13,"0,9",70,"6,371","5,385","8,46","Villanueva - Santander, Colombia",manual
2021-09-12 17:07:20,"6,446","-72,931","9,18","1,5",MLr_3,4,"0,5",150,"7,459","4,59","10,21","Mogotes - Santander, Colombia",manual
2021-09-12 17:26:53,"6,783","-73,218","125,08","1,7",MLr_3,6,"0,7",127,"6,971","7,126","12,48","Zapatoca - Santander, Colombia",manual
2021-09-12 18:18:40,"6,715","-73,176","121,8","1,7",MLr_3,8,"0,8",112,"8,031","6,862","11,2","Villanueva - Santander, Colombia",manual
2021-09-12 18:44:26,"6,857","-73,294","123,1","1,5",MLr_vmm,10,"0,3",126,"2,333","2,333","2,8","Zapatoca - Santander, Colombia",manual
2021-09-12 19:11:48,"6,8","-73,184","129,77","1,7",MLr_3,8,"0,7",132,"6,704","6,882","9,6","Los Santos - Santander, Colombia",manual
2021-09-12 19:16:53,"6,821","-73,223","124,14","1,7",MLr_3,6,"0,7",125,"7,562","9,616","10,06","Zapatoca - Santander, Colombia",manual
2021-09-12 23:45:09,"6,783","-73,184",147,"1,8",MLr_3,11,"0,2",130,"1,909","1,909","1,8","Los Santos - Santander, Colombia",manual
2021-09-13 01:12:47,"6,797","-73,182","147,59","1,8",MLr_3,12,"0,2",132,"1,273","1,273",2,"Los Santos - Santander, Colombia",manual
2021-09-13 02:10:54,"6,8","-73,18","146,17","2,3",MLr_3,20,"1,2",117,"5,226","6,044","7,24","Los Santos - Santander, Colombia",manual
2021-09-13 02:18:30,"6,787","-73,189","143,83","1,9",MLr_3,13,"0,8",69,"5,451","6,626","8,03","Los Santos - Santander, Colombia",manual
2021-09-13 02:45:13,"6,724","-73,146","144,77","2,2",MLr_3,14,"1,1",190,"7,254","6,983","8,91","Villanueva - Santander, Colombia",manual
2021-09-13 03:00:33,"6,749","-73,201","130,7","1,7",MLr_3,6,"0,4",132,"8,172","8,772","9,97","Villanueva - Santander, Colombia",manual
2021-09-13 03:33:23,"6,788","-73,153","147,7","2,2",MLr_3,22,"1,3",65,"4,363","4,691","6,4","Los Santos - Santander, Colombia",manual
2021-09-13 03:36:14,"6,79","-73,48","111,45","2,4",MLr_3,47,"0,7",47,"1,202","1,202","1,8","San Vicente de Chucurí - Santander, Colombia",manual
2021-09-13 04:19:52,"6,775","-73,206","137,27","1,8",MLr_3,9,"0,7",139,"7,529","7,611","9,83","Zapatoca - Santander, Colombia",manual
2021-09-13 06:46:09,"6,783","-73,154","121,8","1,7",MLr_3,8,"0,8",124,"7,808","7,525","9,41","Los Santos - Santander, Colombia",manual
2021-09-13 07:09:24,"6,744","-73,202","139,02","2,4",MLr_3,30,"1,2",62,"3,722","4,086","6,1","Villanueva - Santander, Colombia",manual
2021-09-13 07:57:08,"6,775","-73,188","141,02","2,6",MLr_3,38,"1,2",63,"3,857","4,169","5,94","Los Santos - Santander, Colombia",manual
2021-09-13 08:19:46,"6,703","-73,244","138,2","1,6",MLr_3,6,"0,5",215,"10,137","9,637","11,93","Barichara - Santander, Colombia",manual
2021-09-13 08:29:36,"6,759","-73,153","141,84","3,2",MLr_3,45,"1,2",66,"3,447","3,967","5,57","Los Santos - Santander, Colombia",manual
2021-09-13 08:43:41,"6,791","-73,17","145,12","2,8",MLr_3,41,"1,2",64,"3,364","4,167","5,63","Los Santos - Santander, Colombia",manual
2021-09-13 09:09:29,"6,69","-73,154","133,98","1,8",MLr_3,15,"0,8",81,"5,373","4,5","7,3","Villanueva - Santander, Colombia",manual
2021-09-13 09:16:16,"6,78","-73,175","144,18","2,7",MLr_3,36,"1,2",64,"3,516","4,326","5,73","Los Santos - Santander, Colombia",manual
2021-09-13 09:48:51,"7,137","-73,172","151,91",2,MLr_vmm,29,"0,4",103,"1,202","1,202","1,7","Girón - Santander, Colombia",manual
2021-09-13 09:57:57,"6,758","-73,188","128,65","1,6",MLr_3,9,"0,4",145,"3,536","3,536","5,2","Villanueva - Santander, Colombia",manual
2021-09-13 10:11:07,"7,22","-73,54","143,07","1,5",MLr_vmm,7,"0,2",229,"3,748","3,748","6,8","Sabana de Torres - Santander, Colombia",manual
2021-09-13 11:00:02,"6,529","-73,21","130,23","1,7",MLr_3,6,"0,4",145,"8,68","8,049","10,93","Pinchote - Santander, Colombia",manual
2021-09-13 11:56:16,"6,346","-73,594","113,39","2,3",MLr_vmm,47,"0,5",41,"0,849","0,849","1,9","Santa Helena del Opón - Santander, Colombia",manual
2021-09-13 14:34:09,"6,791","-73,151","138,79","2,3",MLr_3,20,"1,1",66,"4,936","4,491","6,98","Los Santos - Santander, Colombia",manual
2021-09-13 15:21:57,"5,777","-73,897","97,3","1,9",MLr_3,14,"0,6",68,"3,925","3,778","8,08","Albania - Santander, Colombia",manual
2021-09-13 17:08:46,"6,745","-73,133","139,14","2,1",MLr_3,17,1,67,"5,015","5,138","7,89","Los Santos - Santander, Colombia",manual
2021-09-13 20:21:29,"6,49","-73,623","103,64","1,7",MLr_vmm,10,"0,5",128,"3,465","3,465","4,8","Santa Helena del Opón - Santander, Colombia",manual
2021-09-13 22:23:45,"6,762","-73,216","146,41","1,6",MLr_3,7,"0,3",173,"3,323","3,323","5,6","Zapatoca - Santander, Colombia",manual
2021-09-13 23:06:53,"6,783","-73,133","124,14",2,MLr_3,11,"0,7",67,"4,741","4,289","12,04","Los Santos - Santander, Colombia",manual
2021-09-13 23:33:39,"6,331","-74,236","61,36","0,8",MLr_vmm,7,"0,2",157,"2,687","2,687","3,5","Cimitarra - Santander, Colombia",manual
2021-09-14 00:20:09,"6,817","-73,146","137,27","2,1",MLr_3,10,"0,9",136,"5,505","6,394","10,2","Los Santos - Santander, Colombia",manual
2021-09-14 00:28:36,"6,732","-73,107","136,8",2,MLr_3,15,"1,3",125,"6,155","7,222","8,95","Los Santos - Santander, Colombia",manual
2021-09-14 00:36:31,"6,754","-73,206","135,39","1,8",MLr_3,7,"0,7",176,"7,294","9,173","12,41","Villanueva - Santander, Colombia",manual
2021-09-14 00:53:39,"6,838","-73,197","131,64","1,7",MLr_3,8,"0,9",129,"6,368","9,168","11,43","Zapatoca - Santander, Colombia",manual
2021-09-14 02:02:18,"6,764","-73,351","117,74","1,5",MLr_vmm,9,"0,4",162,"2,687","2,687","7,7","Galán - Santander, Colombia",manual
2021-09-14 02:09:10,"6,771","-73,129","141,02",2,MLr_3,16,"0,8",67,"4,403","4,893","8,34","Los Santos - Santander, Colombia",manual
2021-09-14 02:34:50,"6,783","-73,18","135,39","1,7",MLr_3,7,"0,5",133,"6,124","6,833","11,17","Los Santos - Santander, Colombia",manual
2021-09-14 02:35:27,"6,73","-73,182","136,09","1,7",MLr_3,9,"0,8",135,"5,865","7,458","11,67","Villanueva - Santander, Colombia",manual
2021-09-14 04:58:24,"6,014","-74,26","14,37",1,MLr_vmm,16,"0,4",82,"0,849","0,849","2,5","Bolivar - Santander, Colombia",manual
2021-09-14 05:15:59,"6,722","-73,165","128,59","1,8",MLr_3,13,"0,7",65,"5,625","5,123","9,54","Villanueva - Santander, Colombia",manual
2021-09-14 08:41:55,"6,681","-73,381","121,17","1,3",MLr_vmm,7,"0,4",112,"3,394","3,394","5,1","Galán - Santander, Colombia",manual
2021-09-14 08:52:49,"6,8","-73,176","142,42","1,8",MLr_3,8,"0,8",128,"7,102","10,061","9,76","Los Santos - Santander, Colombia",manual
2021-09-14 09:07:51,"6,732","-73,163","138,67",2,MLr_3,18,1,65,"4,761","5,134","7,42","Villanueva - Santander, Colombia",manual
2021-09-14 10:09:52,"6,706","-73,205","133,63","2,1",MLr_3,20,"0,7",90,"4,912","4,936","7,26","Barichara - Santander, Colombia",manual
2021-09-14 10:46:03,"6,652","-73,244","130,23","1,8",MLr_3,12,"0,6",106,"6,616","7,661","9,88","Barichara - Santander, Colombia",manual
2021-09-14 11:02:34,"6,694","-73,201","135,39","1,8",MLr_3,9,"0,9",119,"6,636","7,442","9,24","Barichara - Santander, Colombia",manual
2021-09-14 11:17:19,"6,173","-73,822","101,87","1,2",MLr_vmm,11,"0,2",95,"1,061","1,061","1,9","Bolivar - Santander, Colombia",manual
2021-09-14 11:53:33,"6,779","-73,176","128,83","1,9",MLr_3,12,"0,8",64,"6,163","5,616","8,11","Los Santos - Santander, Colombia",manual
2021-09-14 12:06:35,"6,568","-73,603","107,88","1,3",MLr_vmm,8,"0,1",144,"1,061","1,061","1,3","El Carmen - Santander, Colombia",manual
2021-09-14 12:09:46,"6,775","-73,197","133,52","1,9",MLr_3,15,"0,8",62,"4,734","5,109","8,76","Los Santos - Santander, Colombia",manual
2021-09-14 12:26:48,"6,814","-73,217",146,"1,6",MLr_3,10,"0,2",127,"1,697","1,697","2,8","Zapatoca - Santander, Colombia",manual
2021-09-14 12:45:36,"6,758","-73,193","134,92","1,9",MLr_3,13,"0,8",70,"5,342","6,032","8,95","Villanueva - Santander, Colombia",manual
2021-09-14 13:44:27,"6,759","-73,183","140,2","2,6",MLr_3,32,1,64,"3,446","4,085","6,31","Los Santos - Santander, Colombia",manual
2021-09-14 14:05:42,"6,744","-73,201",133,"1,4",MLr_3,7,"0,6",238,"7,637","7,637","8,4","Villanueva - Santander, Colombia",manual
2021-09-14 14:08:35,"6,887","-73,162","141,32","1,6",MLr_3,8,"0,2",281,"1,98","1,98","2,1","Los Santos - Santander, Colombia",manual
2021-09-14 16:10:48,"6,795","-73,155","143,01","2,4",MLr_3,27,"1,1",65,"4,301","4,349","6,77","Los Santos - Santander, Colombia",manual
2021-09-14 16:43:08,"6,737","-73,184","130,7","1,5",MLr_3,6,"0,6",135,"7,865","7,233","12,33","Villanueva - Santander, Colombia",manual
2021-09-14 17:14:58,"6,74","-73,151","136,45","2,3",MLr_3,23,"1,1",66,"4,72","4,203","7,5","Los Santos - Santander, Colombia",manual
2021-09-14 18:36:19,"6,732","-73,137","133,05","1,7",MLr_3,7,"0,4",102,"7,725","6,241","10,36","Los Santos - Santander, Colombia",manual
2021-09-14 19:26:40,"6,726","-73,523","121,44","1,5",MLr_vmm,14,"0,6",113,"2,475","2,475","4,5","El Carmen - Santander, Colombia",manual
2021-09-14 21:19:22,"6,754","-73,304","118,52","1,5",MLr_vmm,5,"0,5",207,"9,203","9,79","11,88","Zapatoca - Santander, Colombia",manual
2021-09-14 21:45:45,"6,399","-73,645","111,64","1,4",MLr_vmm,7,"0,2",148,"2,192","2,192","3,2","Santa Helena del Opón - Santander, Colombia",manual
2021-09-14 22:18:50,"6,787","-73,159","135,39","1,6",MLr_3,6,"0,4",140,"7,742","9,521","11,03","Los Santos - Santander, Colombia",manual
2021-09-14 22:43:43,"6,826","-73,194","126,46","1,5",MLr_3,8,"0,8",112,"5,445","5,445","9,5","Zapatoca - Santander, Colombia",manual
2021-09-14 23:05:57,"6,741","-73,171","130,7","1,5",MLr_3,8,"0,5",136,"6,646","7,09","11,23","Los Santos - Santander, Colombia",manual
2021-09-14 23:15:36,"6,792","-73,193","151,54","1,4",MLr_3,7,0,143,"0,354","0,354","0,4","Los Santos - Santander, Colombia",manual
2021-09-14 23:19:28,"6,745","-73,197","132,11","1,6",MLr_3,7,"0,6",133,"6,684","7,728","11,12","Villanueva - Santander, Colombia",manual
2021-09-14 23:52:21,"6,791","-73,18","141,94","1,6",MLr_3,12,"0,5",133,"2,121","2,121","3,9","Los Santos - Santander, Colombia",manual
2021-09-15 00:03:54,"6,792","-73,184","134,45","2,2",MLr_3,15,"0,9",132,"4,491","5,892","8,47","Los Santos - Santander, Colombia",manual
2021-09-15 00:09:22,"6,728","-73,134","150,92","1,3",MLr,11,"0,9",141,"4,738","4,738",6,"Jordán - Santander, Colombia",manual
2021-09-15 01:14:35,"6,818","-73,181","140,2","2,2",MLr_3,21,"1,1",69,"3,99","4,664","7,96","Los Santos - Santander, Colombia",manual
2021-09-15 02:20:27,"6,745","-73,141","133,05","1,7",MLr_3,8,"0,7",122,"6,007","6,758","10,28","Los Santos - Santander, Colombia",manual
2021-09-15 03:25:17,"6,787","-73,159","144,77","1,9",MLr_3,14,1,65,"5,549","5,415","8,54","Los Santos - Santander, Colombia",manual
2021-09-15 04:01:07,"6,72","-73,206","138,2","1,7",MLr_3,9,"0,6",131,"5,724","7,28","9,1","Barichara - Santander, Colombia",manual
2021-09-15 04:30:14,"6,737","-73,231","133,05","1,5",MLr_3,5,"0,3",128,"9,676","8,768","11,45","Zapatoca - Santander, Colombia",manual
2021-09-15 04:46:55,"6,72","-73,197","155,73","1,2",MLr,10,"0,7",137,"4,738","4,738","6,6","Barichara - Santander, Colombia",manual
2021-09-15 05:12:49,"6,744","-73,196","130,82","2,1",MLr_3,22,"1,2",63,"4,339","4,975","6,9","Villanueva - Santander, Colombia",manual
2021-09-15 05:15:51,"6,169","-73,278","141,02","1,7",MLr_3,8,"0,4",85,"7,984","7,364","10,28","Oiba - Santander, Colombia",manual
2021-09-15 05:20:09,"6,769","-73,17","132,23",2,MLr_3,20,1,64,"4,267","4,392","7,41","Los Santos - Santander, Colombia",manual
2021-09-15 05:25:06,"6,864","-73,195","144,35","1,6",MLr_3,7,"0,2",150,"3,182","3,182","2,4","Zapatoca - Santander, Colombia",manual
2021-09-15 05:25:40,"6,722","-73,191","137,97","1,9",MLr_3,19,1,63,"4,477","4,9","7,74","Villanueva - Santander, Colombia",manual
2021-09-15 05:55:30,"6,778","-73,19","133,63","1,9",MLr_3,20,1,63,"4,641","4,654","7,31","Los Santos - Santander, Colombia",manual
2021-09-15 06:03:08,"6,732","-73,133","126,95","1,9",MLr_3,16,1,91,"5,38","6,015","7,61","Los Santos - Santander, Colombia",manual
2021-09-15 07:17:39,"6,749","-73,197","127,42","1,7",MLr_3,10,"0,6",129,"4,964","6,984","8,17","Villanueva - Santander, Colombia",manual
2021-09-15 07:22:10,"6,79","-73,414","120,01","1,4",MLr_vmm,12,"0,4",97,"2,616","2,616","3,4","San Vicente de Chucurí - Santander, Colombia",manual
2021-09-15 07:32:38,"6,463","-73,834","75,49",1,MLr_vmm,9,"0,4",124,"2,97","2,97","4,5","Cimitarra - Santander, Colombia",manual
2021-09-15 07:46:39,"6,844","-73,195","146,08","1,5",MLr_3,9,"0,3",145,"3,041","3,041","2,5","Zapatoca - Santander, Colombia",manual
2021-09-15 08:04:28,"6,641","-73,243","118,59","1,4",MLr_3,7,"0,3",100,"3,465","3,465","3,9","Barichara - Santander, Colombia",manual
2021-09-15 09:26:53,"6,763","-73,22","137,38","2,2",MLr_3,29,"1,2",65,"4,627","4,682","7,05","Zapatoca - Santander, Colombia",manual
2021-09-15 09:38:36,"6,847","-73,154","132,58","1,7",MLr_3,9,"0,9",69,"6,316","6,473","10,41","Los Santos - Santander, Colombia",manual
2021-09-15 09:50:07,"6,534","-73,529","107,12","1,6",MLr_vmm,30,"0,8",52,"1,838","1,838","3,6","El Carmen - Santander, Colombia",manual
2021-09-15 10:00:22,"6,773","-73,216","133,28",2,MLr_3,21,"1,1",127,"4,828","5,77","7,7","Zapatoca - Santander, Colombia",manual
2021-09-15 10:15:30,"6,761","-73,28",140,"1,6",MLr_3,7,"0,2",215,"4,313","4,313","2,7","Zapatoca - Santander, Colombia",manual
2021-09-15 11:20:26,"6,705","-73,191","132,34","2,1",MLr_3,17,"0,8",88,"5,574","5,569","8,35","Barichara - Santander, Colombia",manual
2021-09-15 11:59:00,"6,731","-73,172","136,21","2,5",MLr_3,25,1,65,"4,181","4,394","6,76","Villanueva - Santander, Colombia",manual
2021-09-15 12:13:43,"7,395","-73,159","134,38","1,5",MLr_vmm,10,"0,3",184,"2,051","2,051","3,3","Rionegro - Santander, Colombia",manual
2021-09-15 12:55:55,"6,458","-73,259","140,61","1,5",MLr_3,8,"0,5",130,"4,879","4,879","5,9","Socorro - Santander, Colombia",manual
2021-09-15 12:58:25,"6,725","-73,175","134,1","2,6",MLr_3,24,1,64,"3,932","4,252","6,73","Villanueva - Santander, Colombia",manual
2021-09-15 13:28:23,"6,569","-73,576","106,51","1,9",MLr_vmm,25,"0,6",105,"1,697","1,697","2,6","El Carmen - Santander, Colombia",manual
2021-09-15 14:27:49,"6,754","-73,134","148,23","1,5",MLr_3,9,"0,3",140,"3,394","3,394",6,"Los Santos - Santander, Colombia",manual
2021-09-15 14:31:04,"6,742","-73,184",151,"1,7",MLr_3,8,"0,2",239,"2,546","2,546","2,7","Villanueva - Santander, Colombia",manual
2021-09-15 15:53:52,"6,386","-73,863","38,69","0,8",MLr_vmm,11,"0,3",149,"1,131","1,131","1,5","Cimitarra - Santander, Colombia",manual
2021-09-15 16:19:57,"6,779","-73,171","137,73","2,1",MLr_3,17,1,64,"5,899","4,744","7,72","Los Santos - Santander, Colombia",manual
2021-09-15 18:03:20,"6,773","-73,148","136,09","2,2",MLr_3,19,"0,9",66,"5,296","4,535","7,56","Los Santos - Santander, Colombia",manual
2021-09-15 18:03:22,"6,818","-73,151","144,41","2,7",MLr_3,29,"1,2",65,"3,749","4,186","6,21","Los Santos - Santander, Colombia",manual
2021-09-15 18:30:44,"6,772","-73,123","141,6","2,3",MLr_3,23,"0,9",68,"4,629","4,399","7,01","Los Santos - Santander, Colombia",manual
2021-09-15 19:40:27,"6,737","-73,159","132,11","1,6",MLr_3,7,"0,5",136,"8,62","7,517","10,65","Los Santos - Santander, Colombia",manual
2021-09-15 21:33:45,"6,762","-73,159","132,58","2,2",MLr_3,14,"0,9",112,"5,683","5,375","9,33","Los Santos - Santander, Colombia",manual
2021-09-15 22:21:01,"6,712","-73,134","138,32","2,3",MLr_3,20,"1,1",67,"4,99","4,912","7,32","Jordán - Santander, Colombia",manual
2021-09-15 22:33:13,"6,818","-73,125",157,"1,8",MLr_3,10,"0,8",175,"5,091","5,091","9,4","Los Santos - Santander, Colombia",manual
2021-09-15 22:53:25,"6,79","-73,235","124,23","1,9",MLr_3,13,"0,5",62,"2,141","2,61","2,91","Zapatoca - Santander, Colombia",manual
2021-09-15 22:55:01,"6,741","-73,159","137,27",2,MLr_3,16,1,72,"5,134","4,73","7,69","Los Santos - Santander, Colombia",manual
2021-09-15 23:36:25,"6,72","-73,171","141,95","1,9",MLr_3,13,"0,8",65,"5,441","5,812","9,04","Villanueva - Santander, Colombia",manual
2021-09-16 00:29:41,"7,421","-73,228","135,72","1,7",MLr_vmm,17,"0,4",105,"1,556","1,556",3,"Rionegro - Santander, Colombia",manual
2021-09-16 00:57:47,"6,703","-73,073","133,05","1,8",MLr_3,8,"0,9",127,"8,593","10,053","10,85","Aratoca - Santander, Colombia",manual
2021-09-16 02:19:30,"6,758","-73,171","131,64","2,2",MLr_3,18,"0,8",119,"4,412","5,296","7,98","Los Santos - Santander, Colombia",manual
2021-09-16 02:55:27,"6,754","-73,154","130,7",2,MLr_3,15,"0,9",66,"4,815","5,283","8,48","Los Santos - Santander, Colombia",manual
2021-09-16 03:05:59,"6,749","-73,159","133,98","1,8",MLr_3,10,"0,7",164,"5,597","7,07","9,73","Los Santos - Santander, Colombia",manual
2021-09-16 03:38:45,"6,085","-73,645","119,59","1,6",MLr_vmm,21,"0,4",75,"1,344","1,344","2,4","Chipatá - Santander, Colombia",manual
2021-09-16 03:50:48,"6,762","-73,154","135,86",2,MLr_3,15,"0,9",66,"4,617","4,665","8,41","Los Santos - Santander, Colombia",manual
2021-09-16 04:45:22,"6,792","-73,147","141,19","2,3",MLr_3,35,"0,5",66,"1,131","1,131","2,1","Los Santos - Santander, Colombia",manual
2021-09-16 04:50:18,"6,804","-73,184","126,95","1,7",MLr_3,11,"0,9",132,"5,063","6,655","9,78","Los Santos - Santander, Colombia",manual
2021-09-16 06:00:30,"6,685","-73,202",144,"1,6",MLr_3,6,"0,2",164,"3,96","3,96","2,8","Barichara - Santander, Colombia",manual
2021-09-16 06:03:15,"6,817","-73,171","135,86","1,7",MLr_3,10,"0,7",74,"6,469","6,534","8,75","Los Santos - Santander, Colombia",manual
2021-09-16 06:15:36,"7,593","-73,224","127,06","1,4",MLr_vmm,14,"0,3",124,"1,273","1,273","2,1","El Playón - Santander, Colombia",manual
2021-09-16 06:17:36,"6,779","-73,21","135,86","1,6",MLr_3,8,"0,5",129,"5,856","7,192","9,88","Zapatoca - Santander, Colombia",manual
2021-09-16 06:33:28,"6,796","-73,206","128,36","1,6",MLr_3,12,"0,7",130,"5,648","6,158","8,5","Zapatoca - Santander, Colombia",manual
2021-09-16 07:22:08,"6,796","-73,189","133,05","1,6",MLr_3,6,"0,6",141,"8,68","8,838","10,98","Los Santos - Santander, Colombia",manual
2021-09-16 08:25:32,"6,748","-73,202","136,68",2,MLr_3,19,1,62,"4,379","4,642","7,17","Villanueva - Santander, Colombia",manual
2021-09-16 09:00:03,"6,775","-73,206","136,8","2,2",MLr_3,23,"0,9",62,"4,047","4,403","6,76","Zapatoca - Santander, Colombia",manual
2021-09-16 10:37:11,"6,724","-73,193","138,2",2,MLr_3,13,"0,8",120,"6,609","5,756","9,25","Villanueva - Santander, Colombia",manual
2021-09-16 11:36:33,"6,761","-73,177","135,27","2,3",MLr_3,22,"0,9",64,"4,551","4,68",7,"Los Santos - Santander, Colombia",manual
2021-09-16 12:13:39,"6,721","-73,17","136,91","2,2",MLr_3,18,"1,1",65,"4,599","4,908","7,77","Villanueva - Santander, Colombia",manual
2021-09-16 12:45:53,"6,727","-73,211","139,02","2,2",MLr_3,23,"1,1",62,"4,502","4,85","7,36","Villanueva - Santander, Colombia",manual
2021-09-16 13:11:37,"6,777","-73,238","132,81","1,9",MLr_3,14,"0,9",113,"4,881","6,064","8,33","Zapatoca - Santander, Colombia",manual
2021-09-16 15:05:24,"6,885","-73,4",125,"1,4",MLr_vmm,7,"0,1",252,"1,626","1,626","1,3","San Vicente de Chucurí - Santander, Colombia",manual
2021-09-16 15:39:57,"6,762","-73,184","135,39","1,5",MLr_3,6,"0,5",140,"8,083","9,086",11,"Los Santos - Santander, Colombia",manual
2021-09-16 17:09:18,"6,764","-73,182","137,97","1,9",MLr_3,12,"0,8",70,"6,903","5,727","8,76","Los Santos - Santander, Colombia",manual
2021-09-16 17:12:53,"6,703","-73,158","132,11","1,8",MLr_3,11,"0,5",139,"4,826","6,354","8,94","Villanueva - Santander, Colombia",manual
2021-09-16 17:51:59,"6,269","-73,809","93,56","1,5",MLr_vmm,23,"0,7",103,"1,626","1,626","4,1","Landázuri - Santander, Colombia",manual
2021-09-16 18:16:13,"6,761","-73,16","139,49","2,3",MLr_3,24,"0,9",65,"3,484","4,38","6,65","Los Santos - Santander, Colombia",manual
