FECHA - HORA UTC,LATITUD (°),LONGITUD (°),PROF. (Km),MAGNITUD,TIPO MAGNITUD,FASES,RMS (Seg),GAP (°),ERROR LATITUD (Km),ERROR LONGITUD (Km),ERROR PROFUNDIDAD (Km),REGION,ESTADO
2021-09-06 12:52:47,"6,813","-73,169",151,"1,5",MLr_3,8,"0,9",144,"7,354","7,354","10,4","Los Santos - Santander, Colombia",manual
2021-09-06 13:44:56,"6,76","-73,161","140,52","1,5",MLr_3,7,"0,1",138,"0,919","0,919","1,4","Los Santos - Santander, Colombia",manual
2021-09-06 13:58:16,"6,819","-73,162","135,94","1,1",MLr,8,"0,2",144,"1,344","1,344","2,3","Los Santos - Santander, Colombia",manual
2021-09-06 18:06:49,"6,715","-73,137","131,17","1,8",MLr_3,11,"0,9",141,"8,43","8,934","10,15","Jordán - Santander, Colombia",manual
2021-09-06 20:16:43,"6,766","-73,227","130,7","2,1",MLr_3,18,1,63,"4,342","5,361","7,51","Zapatoca - Santander, Colombia",manual
2021-09-06 20:21:36,"6,762","-73,188","128,36",2,MLr_3,11,"0,7",133,"5,723","7,544","10,16","Los Santos - Santander, Colombia",manual
2021-09-06 20:39:02,"5,809","-73,993","110,98","1,6",MLr_3,7,"0,2",190,"3,677","3,677","2,2","Florián - Santander, Colombia",manual
2021-09-06 22:41:28,"6,749","-73,18","122,27","1,5",MLr_3,5,"0,5",138,"9,222","9,627","11,97","Villanueva - Santander, Colombia",manual
2021-09-06 22:52:28,"6,775","-73,176","139,14","2,3",MLr_3,25,"1,1",70,"4,197","4,675","6,95","Los Santos - Santander, Colombia",manual
2021-09-06 23:16:52,"6,286","-73,69","95,52","1,1",MLr_vmm,7,0,131,"0,212","0,212","0,3","La Paz - Santander, Colombia",manual
2021-09-06 23:26:09,"6,744","-73,172","137,38","2,3",MLr_3,19,1,71,"5,113","4,789","7,22","Los Santos - Santander, Colombia",manual
2021-09-06 23:41:36,"6,832","-73,182","132,34","1,8",MLr_3,8,"0,7",131,"5,622","8,26","10,64","Zapatoca - Santander, Colombia",manual
2021-09-06 23:49:07,"6,763","-73,168","134,8","2,4",MLr_3,27,"1,1",71,"4,168","4,54","6,78","Los Santos - Santander, Colombia",manual
2021-09-06 23:54:31,"6,732","-73,206","136,33",2,MLr_3,12,"0,6",131,"5,288","6,299","8,24","Villanueva - Santander, Colombia",manual
2021-09-07 00:00:59,"6,819","-73,226","136,78","1,6",MLr_3,10,"0,2",148,"1,485","1,485","2,4","Zapatoca - Santander, Colombia",manual
2021-09-07 01:49:41,"6,494","-73,572","11,93","1,3",MLr_vmm,14,"0,3",98,"0,707","0,707",3,"Santa Helena del Opón - Santander, Colombia",manual
2021-09-07 01:50:50,"6,798","-73,191","132,34","2,1",MLr_3,16,"0,9",69,"4,572","5,158","7,96","Los Santos - Santander, Colombia",manual
2021-09-07 02:54:48,"6,797","-73,23","140,9","2,1",MLr_3,22,"1,1",123,"3,743","5,148","7,03","Zapatoca - Santander, Colombia",manual
2021-09-07 04:09:20,"6,804","-73,193","141,95","1,7",MLr_3,9,"0,7",97,"5,745","6,986","10,17","Zapatoca - Santander, Colombia",manual
2021-09-07 04:21:14,"6,856","-73,331","116,76","1,8",MLr_vmm,18,"1,3",52,"4,54","5,344","7,78","Zapatoca - Santander, Colombia",manual
2021-09-07 05:15:13,"6,845","-73,156","153,76","3,9",MLr_3,78,"0,8",66,"1,061","1,061","2,2","Los Santos - Santander, Colombia",manual
2021-09-07 05:44:52,"6,799","-73,162","144,41","2,3",MLr_3,26,"1,4",70,"4,135","4,495","6,84","Los Santos - Santander, Colombia",manual
2021-09-07 06:13:54,"6,791","-73,196","146,99","4,4",MLr_3,52,"1,4",68,"2,961","4,034","5,52","Los Santos - Santander, Colombia",manual
2021-09-07 06:46:30,"6,875","-73,243","146,15","1,6",MLr_3,9,"0,8",119,"4,808","4,808","8,7","Zapatoca - Santander, Colombia",manual
2021-09-07 06:58:08,"7,37","-73,148","134,99","1,3",MLr_vmm,8,"0,2",216,"3,889","3,889","3,2","Rionegro - Santander, Colombia",manual
2021-09-07 07:11:31,"6,756","-73,187","150,96","1,6",MLr_3,8,"0,2",239,"2,404","2,404","2,4","Villanueva - Santander, Colombia",manual
2021-09-07 07:20:17,"7,406","-73,12","129,94","1,8",MLr_vmm,26,"0,7",186,"2,616","2,616","3,3","Rionegro - Santander, Colombia",manual
2021-09-07 07:31:05,"6,763","-73,177","136,91",2,MLr_3,21,"0,9",71,"5,294","4,732","7,3","Los Santos - Santander, Colombia",manual
2021-09-07 07:36:51,"6,783","-73,174","140,71","1,6",MLr_3,10,"0,3",134,"2,051","2,051","2,6","Los Santos - Santander, Colombia",manual
2021-09-07 09:19:46,"6,858","-73,197","145,87","1,9",MLr_3,16,"0,7",149,"3,818","3,818",5,"Zapatoca - Santander, Colombia",manual
2021-09-07 10:14:16,"6,773","-73,125","142,98","1,5",MLr_3,7,"0,2",140,"2,192","2,192","3,5","Los Santos - Santander, Colombia",manual
2021-09-07 13:07:21,"6,339","-73,253","160,99","1,7",MLr_3,8,"0,2",130,"1,98","1,98","2,6","Confines - Santander, Colombia",manual
2021-09-07 14:24:18,"6,728","-73,197","130,23","2,1",MLr_3,15,"0,8",133,"5,458","5,971","8,2","Villanueva - Santander, Colombia",manual
2021-09-07 15:15:16,"6,896","-73,101",163,2,MLr_3,10,"0,4",137,"3,606","3,606","3,7","Los Santos - Santander, Colombia",manual
2021-09-07 15:28:21,"6,711","-73,218","133,52","1,5",MLr_3,6,"0,5",124,"8,717","8,788","12,19","Barichara - Santander, Colombia",manual
2021-09-07 15:44:22,"6,654","-73,42","128,93","1,6",MLr_vmm,8,"0,3",143,"3,465","3,465","3,3","El Carmen - Santander, Colombia",manual
2021-09-07 15:48:12,"6,703","-73,176","129,77","1,6",MLr_3,7,"0,9",118,"8,996","6,8","9,31","Villanueva - Santander, Colombia",manual
2021-09-07 15:50:14,"6,737","-73,223","126,02","1,8",MLr_3,12,"0,8",124,"6,258","7,419","8,43","Zapatoca - Santander, Colombia",manual
2021-09-07 16:23:03,"6,588","-73,561","111,85","1,6",MLr_vmm,13,"0,4",101,"1,838","1,838","3,2","El Carmen - Santander, Colombia",manual
2021-09-07 16:33:15,"6,686","-73,133","143,36",2,MLr_3,8,"0,8",109,"10,069","9,941","12,36","Villanueva - Santander, Colombia",manual
2021-09-07 17:21:47,"6,771","-73,15","131,64","1,8",MLr_3,10,"0,6",88,"8,005","6,892","12,11","Los Santos - Santander, Colombia",manual
2021-09-07 18:25:13,"6,795","-73,194","136,91","2,3",MLr_3,24,"1,2",69,"4,08","4,67","6,87","Los Santos - Santander, Colombia",manual
2021-09-07 18:34:28,"6,649","-73,751","86,23","1,3",MLr_vmm,13,"0,4",87,"1,98","1,98","3,7","Simacota - Santander, Colombia",manual
2021-09-07 19:57:47,"6,671","-73,636","99,06","1,2",MLr_vmm,15,"0,4",154,"1,414","1,414","2,5","El Carmen - Santander, Colombia",manual
2021-09-07 20:42:30,"6,783","-73,18","134,92","2,1",MLr_3,16,"0,9",70,"4,986","5,75","8,44","Los Santos - Santander, Colombia",manual
2021-09-07 21:26:24,"6,775","-73,206","133,98","2,2",MLr_3,18,"1,1",131,"5,402","5,846","8,64","Zapatoca - Santander, Colombia",manual
2021-09-07 21:37:19,"6,275","-73,689","104,26","1,4",MLr_vmm,16,"0,4",129,"1,485","1,485","2,8","La Paz - Santander, Colombia",manual
2021-09-07 21:40:15,"6,816","-73,232","138,32","2,7",MLr_3,35,"1,2",63,"3,229","4,484","6,01","Zapatoca - Santander, Colombia",manual
2021-09-07 22:01:01,"6,796","-73,193","127,89","1,7",MLr_3,6,"0,8",131,"7,4","10,334","10,51","Los Santos - Santander, Colombia",manual
2021-09-07 23:11:21,"6,766","-73,206","134,92",2,MLr_3,17,"0,7",69,"4,769","5,021","7,52","Villanueva - Santander, Colombia",manual
2021-09-07 23:59:28,"6,774","-73,179","139,02","2,1",MLr_3,21,"1,1",70,"4,458","4,7","7,34","Los Santos - Santander, Colombia",manual
2021-09-08 01:04:42,6,"-73,676","95,55","1,5",MLr_3,6,"0,5",95,"5,558",5,"11,21","Vélez - Santander, Colombia",manual
2021-09-08 01:12:50,"6,771","-73,141","138,67","1,7",MLr_3,5,"0,3",160,"8,028","11,395","12,22","Los Santos - Santander, Colombia",manual
2021-09-08 01:55:52,"6,81","-73,174","148,27","3,5",MLr_3,21,"0,4",109,"1,344","1,344","1,9","Los Santos - Santander, Colombia",manual
2021-09-08 05:46:56,"6,739","-73,177","149,84","1,6",MLr_3,8,"0,8",179,"6,576","6,576","9,7","Villanueva - Santander, Colombia",manual
2021-09-08 06:00:01,"6,647","-74,175","30,92","0,9",MLr_vmm,8,"0,1",202,"1,626","1,626","0,9","Cimitarra - Santander, Colombia",manual
2021-09-08 06:00:52,"6,125","-73,496","127,15","1,7",MLr_3,14,"0,5",111,"2,546","2,546",4,"San Benito - Santander, Colombia",manual
2021-09-08 06:13:49,"6,237","-73,466","107,73","1,7",MLr_3,10,"0,6",94,"4,669","5,175","9,58","El Guacamayo - Santander, Colombia",manual
2021-09-08 06:17:11,"7,429","-73,351","112,97","1,5",MLr_vmm,11,"0,3",145,"1,344","1,344","2,7","Rionegro - Santander, Colombia",manual
2021-09-08 06:21:20,"6,816","-73,185","148,65","1,7",MLr_3,8,"0,1",139,"1,485","1,485","1,4","Zapatoca - Santander, Colombia",manual
2021-09-08 06:54:51,"6,8","-73,171","140,55","2,1",MLr_3,21,"1,4",70,"4,884","5,089","8,61","Los Santos - Santander, Colombia",manual
2021-09-08 07:22:18,"6,775","-73,635","107,35","1,2",MLr_vmm,7,"0,1",175,"1,061","1,061","1,2","San Vicente de Chucurí - Santander, Colombia",manual
2021-09-08 08:09:33,"6,775","-73,15","132,58","1,8",MLr_3,15,"1,1",83,"5,36","4,955","10,04","Los Santos - Santander, Colombia",manual
2021-09-08 08:14:33,"6,72","-73,214","131,17","1,6",MLr_3,7,"0,6",231,"7,864","8,017","11,39","Barichara - Santander, Colombia",manual
2021-09-08 08:55:05,"6,812","-73,168","144,18","1,7",MLr_3,9,"0,3",145,"2,475","2,475","3,3","Los Santos - Santander, Colombia",manual
2021-09-08 09:25:08,"6,797","-73,169","146,01","1,6",MLr_3,10,"0,4",134,"2,758","2,758","4,3","Los Santos - Santander, Colombia",manual
2021-09-08 09:31:47,"6,792","-73,163","130,23","1,6",MLr_3,7,"0,7",242,"9,514","10,474","11,76","Los Santos - Santander, Colombia",manual
2021-09-08 09:34:35,"6,804","-73,184","144,41","1,6",MLr_3,8,"0,4",241,"4,384","4,384",4,"Los Santos - Santander, Colombia",manual
2021-09-08 09:48:37,"6,63","-73,286",133,"1,5",MLr_3,10,1,101,"5,798","5,798","10,1","Galán - Santander, Colombia",manual
2021-09-08 10:30:30,"7,101","-73,328","129,13","1,4",MLr_vmm,10,"0,4",186,"4,95","4,95","5,2","Girón - Santander, Colombia",manual
2021-09-08 10:36:15,"6,699","-73,21","136,8","1,6",MLr_3,5,"0,3",263,"10,271","10,364","11,85","Barichara - Santander, Colombia",manual
2021-09-08 10:49:12,"6,627","-73,61","114,24","1,5",MLr_vmm,7,"0,2",191,"2,192","2,192","2,5","El Carmen - Santander, Colombia",manual
2021-09-08 11:21:09,"6,838","-73,159","146,17","2,8",MLr_3,26,"1,5",69,"4,318","4,84","7,63","Los Santos - Santander, Colombia",manual
2021-09-08 13:06:03,"6,763","-73,149","133,87","2,2",MLr_3,16,1,72,"4,702","4,729","7,56","Los Santos - Santander, Colombia",manual
2021-09-08 14:01:31,"6,805","-73,228","139,02","2,9",MLr_3,34,"1,3",63,"3,242","4,671","6,13","Zapatoca - Santander, Colombia",manual
2021-09-08 15:17:06,"7,068","-73,266","121,49",2,MLr_vmm,8,"0,2",253,"4,384","4,384","2,8","Girón - Santander, Colombia",manual
2021-09-08 16:36:46,"6,764","-73,199","122,03","1,9",MLr_3,12,"0,7",69,"4,519","4,854","8,59","Villanueva - Santander, Colombia",manual
2021-09-08 17:34:25,"6,779","-73,167","138,67","1,9",MLr_3,10,"0,9",71,"5,63","6,95","8,7","Los Santos - Santander, Colombia",manual
2021-09-08 18:32:01,"6,512","-73,22",132,"1,6",MLr_3,6,"0,2",142,"3,677","3,677","3,1","Socorro - Santander, Colombia",manual
2021-09-08 20:18:56,"6,772","-73,192","136,91","2,1",MLr_3,19,1,69,"4,475","4,789","7,29","Los Santos - Santander, Colombia",manual
2021-09-08 21:00:29,"6,807","-73,167","137,94","1,5",MLr_3,8,"0,1",143,"1,061","1,061","1,5","Los Santos - Santander, Colombia",manual
2021-09-08 21:25:56,"6,769","-73,192",135,"1,6",MLr_3,8,"0,2",141,"1,98","1,98","2,5","Los Santos - Santander, Colombia",manual
2021-09-08 22:50:02,"6,711","-73,12","127,42","1,7",MLr_3,8,"0,5",90,"7,275","7,563","9,95","Jordán - Santander, Colombia",manual
2021-09-09 00:29:59,"6,809","-73,214","131,17",2,MLr_3,12,"0,9",128,"4,72","6,665","10,19","Zapatoca - Santander, Colombia",manual
2021-09-09 00:41:27,"6,771","-73,197","137,27","1,9",MLr_3,12,"0,8",132,"5,032","6,531","8,47","Los Santos - Santander, Colombia",manual
2021-09-09 01:07:06,"6,91","-73,397","123,38","1,5",MLr_vmm,9,"0,2",113,"2,192","2,192","2,7","San Vicente de Chucurí - Santander, Colombia",manual
2021-09-09 03:22:48,"6,824","-73,196","148,4",3,MLr_3,36,"1,4",68,"3,249","4,38","5,97","Zapatoca - Santander, Colombia",manual
2021-09-09 03:32:13,"6,796","-73,127","142,32","1,7",MLr_3,11,"0,5",185,"2,899","2,899","4,7","Los Santos - Santander, Colombia",manual
2021-09-09 03:49:11,"6,814","-73,187","140,9","2,4",MLr_3,26,"1,2",68,"4,036","4,618","7,34","Zapatoca - Santander, Colombia",manual
2021-09-09 04:15:42,"6,814","-73,192","152,96","1,6",MLr_3,10,"0,1",178,"0,99","0,99","1,8","Zapatoca - Santander, Colombia",manual
2021-09-09 04:21:00,"6,8","-73,176","139,14","1,7",MLr_3,9,"0,6",133,"5,189","7,288","9,45","Los Santos - Santander, Colombia",manual
2021-09-09 04:47:27,"6,033","-73,734","121,95","1,5",MLr_vmm,15,"0,3",82,"1,414","1,414","2,6","Bolivar - Santander, Colombia",manual
2021-09-09 05:45:36,"6,79","-73,177",140,"1,8",MLr_3,10,"0,6",241,"4,384","4,384","5,1","Los Santos - Santander, Colombia",manual
2021-09-09 06:20:09,"6,779","-73,218","143,88","1,7",MLr_3,10,"0,4",134,"2,333","2,333","3,5","Zapatoca - Santander, Colombia",manual
2021-09-09 06:58:40,"6,834","-73,236","139,14","1,8",MLr_3,11,"1,1",120,"5,765","7,484","9,45","Zapatoca - Santander, Colombia",manual
2021-09-09 07:51:54,"6,922","-73,139","154,45","1,7",MLr_3,10,"0,9",130,"6,718","6,718","8,2","Girón - Santander, Colombia",manual
2021-09-09 08:23:45,"6,783","-73,223","130,23","1,9",MLr_3,14,"1,1",172,"5,687","6,558","9,89","Zapatoca - Santander, Colombia",manual
2021-09-09 08:53:27,"6,784","-73,185","140,75","1,7",MLr_3,8,"0,1",143,"0,778","0,778","0,7","Los Santos - Santander, Colombia",manual
2021-09-09 09:39:19,"6,445","-73,231","18,2","1,6",MLr_3,10,"0,9",135,"4,006","4,851","6,91","Socorro - Santander, Colombia",manual
2021-09-09 10:44:47,"6,738","-73,201",140,"1,7",MLr_3,8,"0,6",238,"6,859","6,859","7,4","Villanueva - Santander, Colombia",manual
2021-09-09 11:34:35,"6,783","-73,211",142,"1,6",MLr_3,8,"0,4",273,"4,313","4,313","4,2","Zapatoca - Santander, Colombia",manual
2021-09-09 11:37:03,"6,739","-73,182","136,09","1,7",MLr_3,8,"1,1",135,"8,922","7,331","11,93","Villanueva - Santander, Colombia",manual
2021-09-09 11:42:43,"6,842","-73,227","133,52","1,8",MLr_3,8,"0,8",123,"8,982","7,697",11,"Zapatoca - Santander, Colombia",manual
2021-09-09 14:09:56,"5,828","-73,794",102,"1,6",MLr_3,11,"0,4",153,"2,192","2,192","5,1","Albania - Santander, Colombia",manual
2021-09-09 14:33:04,"7,265","-73,062","143,12","1,8",MLr_3,10,"0,4",103,"3,96","3,96","3,9","Matanza - Santander, Colombia",manual
2021-09-09 14:53:35,"6,398","-73,698","88,27","1,5",MLr_vmm,17,"0,3",126,"1,131","1,131","2,4","Landázuri - Santander, Colombia",manual
2021-09-09 15:23:50,"6,759","-73,198","138,55","2,3",MLr_3,23,1,69,"4,424","4,695","6,96","Villanueva - Santander, Colombia",manual
2021-09-09 16:07:44,"6,715","-73,201","127,42",2,MLr_3,11,"0,8",133,"6,171","8,837","8,52","Barichara - Santander, Colombia",manual
2021-09-09 17:14:24,"6,779","-73,171","134,45","1,8",MLr_3,9,"1,2",95,"7,644","7,911","12,02","Los Santos - Santander, Colombia",manual
2021-09-09 19:58:52,"6,759","-73,198","138,32","2,5",MLr_3,27,"1,2",69,"4,424","4,906","7,03","Villanueva - Santander, Colombia",manual
2021-09-09 20:20:58,"6,465","-73,709","109,8","1,7",MLr_vmm,14,"0,6",68,"2,97","2,97","5,4","Vélez - Santander, Colombia",manual
2021-09-09 21:16:00,"6,099","-74,114","86,24","1,2",MLr_vmm,9,"0,2",139,"0,919","0,919","1,8","Bolivar - Santander, Colombia",manual
2021-09-09 21:55:04,"6,796","-73,184","130,23","1,8",MLr_3,10,"0,9",69,"5,647","6,206","8,33","Los Santos - Santander, Colombia",manual
2021-09-09 22:17:31,"6,605","-73,295","129,3","1,6",MLr_3,5,"0,4",190,"9,501","9,601","12,19","Galán - Santander, Colombia",manual
2021-09-09 23:25:32,"6,872","-73,013","137,27","1,8",MLr_3,8,"1,6",76,"12,925","9,385","12,2","Piedecuesta - Santander, Colombia",manual
2021-09-09 23:58:21,"6,786","-73,215","135,98",2,MLr_3,19,"0,9",66,"4,396","5,091","7,36","Zapatoca - Santander, Colombia",manual
2021-09-10 01:04:19,"6,345","-72,896","16,51","1,4",MLr_3,8,"0,4",135,"1,414","1,414","3,6","Onzaga - Santander, Colombia",manual
2021-09-10 01:05:34,"6,779","-73,24","132,58","1,8",MLr_3,11,"0,8",119,"4,972","6,153","8,9","Zapatoca - Santander, Colombia",manual
2021-09-10 01:25:51,"6,944","-73,133","151,73","1,5",MLr_3,7,"0,1",155,"1,414","1,414","1,3","Girón - Santander, Colombia",manual
2021-09-10 02:32:07,"6,386","-73,487","120,1","1,3",MLr_vmm,12,"0,2",116,"1,485","1,485","2,1","Santa Helena del Opón - Santander, Colombia",manual
2021-09-10 02:56:39,"6,82","-73,187","145,59","2,6",MLr_3,32,"1,2",68,"3,31","4,77","6,34","Zapatoca - Santander, Colombia",manual
2021-09-10 03:08:02,"6,787","-73,18","136,8","1,8",MLr_3,10,"0,7",133,"4,982","7,014","9,08","Los Santos - Santander, Colombia",manual
2021-09-10 03:31:49,"6,703","-73,24","142,42","1,5",MLr_3,6,"0,6",112,"8,095","7,943","12,06","Barichara - Santander, Colombia",manual
2021-09-10 05:54:32,"6,771","-73,171","135,39","1,9",MLr_3,15,"0,9",71,"5,398","5,212","7,64","Los Santos - Santander, Colombia",manual
2021-09-10 06:48:39,"6,758","-73,218","153,86","1,6",MLr_3,8,"0,2",126,"1,768","1,768","3,5","Zapatoca - Santander, Colombia",manual
2021-09-10 07:11:27,"6,762","-73,111","136,8","1,9",MLr_3,11,"1,2",74,"6,366","6,063","9,98","Los Santos - Santander, Colombia",manual
2021-09-10 07:38:51,"6,817","-73,201","139,61","1,9",MLr_3,11,1,68,"6,042","5,875","8,77","Zapatoca - Santander, Colombia",manual
2021-09-10 08:06:48,"6,826","-73,193","141,95","2,1",MLr_3,23,"1,2",68,"3,817","4,795","7,58","Zapatoca - Santander, Colombia",manual
2021-09-10 08:08:21,"6,825","-73,148","146,55","1,7",MLr_3,7,"0,2",208,"2,333","2,333","2,5","Los Santos - Santander, Colombia",manual
2021-09-10 08:28:22,"6,745","-73,188","138,67","1,6",MLr_3,7,"0,6",134,"6,468","7,506","12,31","Villanueva - Santander, Colombia",manual
2021-09-10 08:44:33,"6,504","-74,376","26,29",1,MLr_vmm,7,"0,3",179,"4,455","4,455","3,8","Cimitarra - Santander, Colombia",manual
2021-09-10 09:12:11,"6,36","-73,582","115,34","1,6",MLr_vmm,26,"0,6",52,"1,626","1,626","2,7","Santa Helena del Opón - Santander, Colombia",manual
2021-09-10 10:07:32,"6,76","-73,152","134,69","1,8",MLr_3,9,"0,5",138,"5,879","6,742","10,05","Los Santos - Santander, Colombia",manual
2021-09-10 11:28:01,"6,696","-73,512","107,8","1,7",MLr_vmm,26,1,111,"2,546","2,546","5,2","El Carmen - Santander, Colombia",manual
2021-09-10 12:47:20,"6,774","-73,083","128,88","1,4",MLr_3,6,"0,2",146,"2,758","2,758","7,5","Los Santos - Santander, Colombia",manual
2021-09-10 13:17:44,"5,773","-73,922","104,34","2,4",MLr_3,21,1,89,"2,953","3,847","7,41","Albania - Santander, Colombia",manual
2021-09-10 14:56:18,"6,739","-73,115","119,58","1,7",MLr_3,11,"0,4",143,"2,758","2,758",4,"Los Santos - Santander, Colombia",manual
2021-09-10 15:28:32,"6,747","-73,049","119,63","1,6",MLr_3,7,"0,1",170,"2,899","2,899","1,9","Aratoca - Santander, Colombia",manual
2021-09-10 15:42:20,"6,629","-72,977","138,91","1,7",MLr_3,7,"0,5",89,"9,367","12,14","11,76","Curití - Santander, Colombia",manual
2021-09-10 16:52:15,"6,745","-73,205","140,14","1,7",MLr_3,7,"0,2",202,"2,616","2,616","2,6","Villanueva - Santander, Colombia",manual
2021-09-10 18:06:40,"6,741","-73,201","120,39","1,5",MLr_3,5,"0,4",139,"8,911","9,417","11,74","Villanueva - Santander, Colombia",manual
2021-09-10 18:29:11,"6,826","-73,219","123,67","1,8",MLr_3,9,1,126,"7,318","6,978","9,85","Zapatoca - Santander, Colombia",manual
2021-09-10 18:52:10,"7,072","-73,393","115,12","1,5",MLr_vmm,12,"0,5",186,"3,96","3,96","4,2","Betulia - Santander, Colombia",manual
2021-09-10 19:11:06,"6,648",-73,"129,3","1,9",MLr_3,9,"0,8",97,"8,242","10,137","9,14","Aratoca - Santander, Colombia",manual
2021-09-10 19:25:09,"6,292","-73,751","95,28","1,7",MLr_vmm,9,"0,2",105,"1,556","1,556","3,2","Landázuri - Santander, Colombia",manual
2021-09-10 19:54:46,"6,593","-73,24","119,92","1,5",MLr_3,6,"0,6",183,"11,66","8,668","11,79","Cabrera - Santander, Colombia",manual
2021-09-10 20:32:49,"6,682","-73,171","120,39","1,9",MLr_3,9,"0,8",138,"6,072","9,427","8,88","Villanueva - Santander, Colombia",manual
2021-09-10 21:35:49,"6,737","-73,141","129,3","1,6",MLr_3,7,"0,7",140,"6,796","7,793","11,53","Los Santos - Santander, Colombia",manual
2021-09-10 21:41:48,"6,542","-73,521","110,46","2,6",MLr_vmm,70,"0,7",52,"0,99","0,99",2,"El Carmen - Santander, Colombia",manual
2021-09-10 21:43:40,"6,791","-73,207","140,66","2,7",MLr_3,31,"1,2",62,"3,539","4,262","6,45","Zapatoca - Santander, Colombia",manual
2021-09-10 23:43:54,"6,803","-73,11","139,62","1,4",MLr,10,"0,6",279,"4,384","4,384","5,2","Los Santos - Santander, Colombia",manual
2021-09-11 00:22:15,"6,779","-73,133","136,33","1,8",MLr_3,9,1,159,"6,073","8,334","9,75","Los Santos - Santander, Colombia",manual
2021-09-11 01:39:40,"6,771","-73,12","138,2","2,2",MLr_3,17,"1,1",90,"4,605","5,043","7,62","Los Santos - Santander, Colombia",manual
2021-09-11 02:30:19,"6,779","-73,154","134,92","2,1",MLr_3,14,"0,8",71,"4,844","4,959","7,97","Los Santos - Santander, Colombia",manual
2021-09-11 03:11:03,"6,789","-73,107","153,46","1,8",MLr_3,12,"0,2",142,"1,344","1,344","2,2","Los Santos - Santander, Colombia",manual
2021-09-11 04:18:14,"6,805","-73,16","142,54","2,4",MLr_3,23,"1,3",65,"4,018","5,254","6,98","Los Santos - Santander, Colombia",manual
2021-09-11 04:37:02,"6,8","-73,159","132,58","1,8",MLr_3,10,"0,8",149,"5,602","6,708","9,5","Los Santos - Santander, Colombia",manual
2021-09-11 04:55:20,"7,291","-73,37","114,81","1,5",MLr_vmm,9,"0,4",131,"2,616","2,616","4,4","Sabana de Torres - Santander, Colombia",manual
2021-09-11 06:33:44,"6,702","-73,184","144,5","1,7",MLr_3,10,"0,4",238,"4,101","4,101","3,8","Barichara - Santander, Colombia",manual
2021-09-11 06:55:51,"6,745","-73,154","133,05","1,9",MLr_3,9,"0,8",86,"7,186","5,425","9,22","Los Santos - Santander, Colombia",manual
2021-09-11 06:58:46,"6,566","-73,09","175,64","1,9",MLr_3,9,"0,9",166,"8,415","8,415","9,9","San Gil - Santander, Colombia",manual
2021-09-11 07:30:35,"6,686","-73,133","139,61","1,8",MLr_3,8,"0,9",146,"7,33","7,381","9,46","Villanueva - Santander, Colombia",manual
2021-09-11 08:25:25,"6,776","-73,214","150,26","1,7",MLr_3,12,"0,3",174,"1,556","1,556","2,4","Zapatoca - Santander, Colombia",manual
2021-09-11 08:56:52,"6,779","-73,223","125,55","1,7",MLr_3,9,1,172,"6,891","7,309","11,82","Zapatoca - Santander, Colombia",manual
2021-09-11 09:21:18,"6,75","-73,147","139,73","2,3",MLr_3,21,1,66,"4,131","4,551","7,26","Los Santos - Santander, Colombia",manual
2021-09-11 09:23:38,"6,749","-73,167","128,36","1,7",MLr_3,10,"0,9",136,"5,728","6,851","10,6","Los Santos - Santander, Colombia",manual
2021-09-11 11:11:02,"6,748","-73,164","151,48","1,7",MLr_3,8,"0,2",274,"2,192","2,192","2,8","Los Santos - Santander, Colombia",manual
2021-09-11 11:14:22,"6,799","-73,185","142,07","2,6",MLr_3,31,"1,2",63,"3,308","4,242","6,17","Los Santos - Santander, Colombia",manual
2021-09-11 11:30:36,"6,815","-73,216","126,72","1,6",MLr_3,8,"0,6",127,"5,568","6,582","11,1","Zapatoca - Santander, Colombia",manual
2021-09-11 12:27:26,"6,787","-73,182","136,66","1,6",MLr_3,8,"0,1",142,"1,485","1,485",2,"Los Santos - Santander, Colombia",manual
2021-09-11 12:38:26,"6,781","-73,186","147,45","1,5",MLr_3,7,"0,1",142,"0,778","0,778","0,8","Los Santos - Santander, Colombia",manual
2021-09-11 13:17:10,"6,792","-73,133","128,83","1,6",MLr_3,7,"0,7",106,"7,969","6,339","11,19","Los Santos - Santander, Colombia",manual
2021-09-11 15:03:08,"6,797","-73,163","131,26","1,6",MLr_3,7,0,135,"0,778","0,778","0,7","Los Santos - Santander, Colombia",manual
2021-09-11 16:04:28,"6,762","-73,193","132,58",2,MLr_3,13,"0,9",133,"5,705","6,589","8,48","Villanueva - Santander, Colombia",manual
2021-09-11 17:11:28,"6,679","-73,139","134,22","1,9",MLr_3,8,"0,6",77,"7,852","7,646","10,02","Villanueva - Santander, Colombia",manual
2021-09-11 17:17:53,"6,731","-73,181","133,87",2,MLr_3,16,"0,6",71,"4,297","5,631","6,66","Villanueva - Santander, Colombia",manual
2021-09-11 17:44:56,"6,74","-73,155","139,02","2,1",MLr_3,22,"1,3",66,"4,654","5,352","6,86","Los Santos - Santander, Colombia",manual
2021-09-11 18:27:08,"6,763","-73,168","143,24","2,5",MLr_3,28,"1,3",65,"3,59","4,688","6,2","Los Santos - Santander, Colombia",manual
2021-09-11 18:56:47,"6,932","-73,172","131,26","1,8",MLr_3,9,"0,2",116,"1,202","1,202","1,8","Girón - Santander, Colombia",manual
2021-09-11 19:28:34,"6,045","-73,71","107,41","1,5",MLr_vmm,7,"0,1",200,"1,485","1,485","1,8","Vélez - Santander, Colombia",manual
